time,ET_cap_m3_day,ET_no_cap_m3_day,ET_m3_day,ET_cap_m_day,ET_no_cap_m_day,SSEBop_ET_m_day
2004-05-01,10543867319.101154,11001003402.670643,5937162000.0,5.148372714404861,5.371583692710275,2.8842412570538607
2004-05-02,8229892019.445319,8771406975.48532,6604548600.0,4.018501962619784,4.282913562248691,3.2084540654840334
2004-05-03,8362428103.073578,8868140324.257607,7169528300.0,4.083216847203896,4.33014664270391,3.482918154578775
2004-05-04,11201627282.81256,11798407084.072752,7067052000.0,5.4695445716858195,5.760940959019899,3.4331357210978917
2004-05-05,11975697827.985033,12456681170.818027,6816284000.0,5.847508705070817,6.08236385293849,3.311313980079391
2004-05-06,11704996589.281866,12029426523.465033,6868851700.0,5.715330365860286,5.87374341966066,3.3368510850343225
2004-05-07,12099079094.114103,12058335177.782759,7526451000.0,5.907753463922902,5.887858973526738,3.6563092759460307
2004-05-08,12936228640.080442,12481692458.122429,5323005000.0,6.3165178906642785,6.094576395567592,2.58588710102638
2004-05-09,12836271591.637661,11872092592.758064,5345111600.0,6.267710738104326,5.796920211307649,2.596626367998241
2004-05-11,12760610432.148584,10896188893.803633,5021294000.0,6.230766812572551,5.3204047333025555,2.439317525544529
2004-05-12,12999244062.040337,10552022703.310923,5369812000.0,6.347287139668133,5.152354835601036,2.6086256890115016
2004-05-13,15216372377.488201,13859300273.944813,5486638600.0,7.429869324945411,6.767236461887116,2.665379420784583
2004-05-14,9314067147.59621,8823278809.005333,4680321500.0,4.547884349412212,4.308241605959635,2.2736749252548965
2004-05-15,8709371062.167568,8029228080.563709,5157731300.0,4.252622588949008,3.9205215237127486,2.50559802953971
2004-05-16,11042822940.511257,9532940129.62507,5632724000.0,5.392003388921513,4.654755922668492,2.736346919689483
2004-05-17,13126448963.60368,10553122514.493029,6241576000.0,6.409398908009609,5.152891852779799,3.032123935347765
2004-05-18,12735514239.431503,9544400330.628252,6925559300.0,6.218512812222413,4.660351723939576,3.364399331066435
2004-05-19,12963543380.70199,8883355009.79481,6198480400.0,6.329855166358394,4.337575688376372,3.011188325452416
2004-05-20,12940036337.141476,8337754693.559557,5856523300.0,6.318377117744861,4.071169283964627,2.8450674117966166
2004-05-21,13550522623.498917,8086698694.590086,6268340700.0,6.6164661247553305,3.9485833469678155,3.045126082160109
2004-05-22,13677364654.24066,7504214152.089137,6704770000.0,6.6784007100784475,3.664167066449774,3.257141080714492
2004-05-23,11871942302.361383,5979146924.197463,6374953000.0,5.796846827324894,2.9195053340807924,3.0969177621192214
2004-05-24,11227172217.042374,5130557238.422604,3676289300.0,5.482017684102722,2.505154901573537,1.7859215012030425
2004-05-25,11779374050.815067,5234517762.070559,3799312100.0,5.751647485749545,2.555916876011015,1.8456853134955629
2004-05-26,10200318526.669474,3986733678.5966845,3866104000.0,4.980624280600329,1.9466473040022874,1.8781324580432468
2004-05-27,9319592048.738914,3450240560.72294,3912088300.0,4.550582055048298,1.684687773790498,1.9004713828084363
2004-05-28,10471197971.627743,6529037512.91452,4323936000.0,5.112889634583858,3.188006598102793,2.100544772748401
2004-05-29,12737758005.136753,4465823179.288061,4803900400.0,6.21960840094568,2.180577724261749,2.333708887926175
2004-05-30,11227284602.732779,2842313147.373109,4406857700.0,5.482072559928114,1.3878482164907757,2.140827687084416
2004-05-31,9199897978.878643,1916205955.978727,4312779300.0,4.492137684999338,0.9356474394427379,2.095124908100515
2004-06-01,9495419610.488596,1675949532.3778276,6165550600.0,4.636435356683885,0.8183347326063611,2.9951912063327875
2004-06-02,10199587447.499998,2335704053.0067205,6215844000.0,4.9802673083496085,1.1404804946321878,3.0196234686219943
2004-06-03,15399467750.544827,14261840937.54519,7100050400.0,7.519271362570716,6.963789520285737,3.4491661657272896
2004-06-04,12451364092.438816,12140141441.487709,6145018400.0,6.079767623261141,5.92780343822642,2.985216774383974
2004-06-05,13332215289.794392,12653077925.409971,6055864300.0,6.509870746969918,6.178260705766587,2.941906193763889
2004-06-06,12001964508.597336,10061356544.16509,6209030700.0,5.860334232713543,4.91277175008061,3.0163136042530105
2004-06-07,12674989311.88108,8786885608.809498,6150998500.0,6.188959624941934,4.290471488676513,2.9881218746896936
2004-06-08,12811900902.418869,8111412795.977911,5998808000.0,6.255810987509213,3.960650779286089,2.914188551153692
