time,ET_cap_m3_day,ET_no_cap_m3_day,ET_m3_day,ET_cap_m_day,ET_no_cap_m_day,SSEBop_ET_m_day
2004-06-09,16802408178.088509,15923265008.791283,8074309600.0,8.20430086820728,7.775031742573868,3.922456027062434
2004-06-10,15750635388.317589,16862594596.135159,8409094000.0,7.690739935701948,8.23368876764412,4.085092481768912
2004-06-11,14974523731.813229,16174054633.94474,8313621000.0,7.3117791659244284,7.897487614230831,4.038712213631593
2004-06-12,15123090401.31308,15672991868.868816,8092859000.0,7.3843214850161525,7.6528280609711015,3.9314672254723133
2004-06-13,14131749034.383675,13505780213.731377,7631052000.0,6.9002680831951535,6.594619244986024,3.7071238772200217
2004-06-15,12571560175.817196,10316796614.064339,8661996000.0,6.13845711709824,5.037498346711103,4.207950908470329
2004-06-16,11635656550.801567,9024326414.173393,7381997600.0,5.681472925196077,4.406409381920602,3.5861345938333136
2004-06-17,11350294984.942688,7801024952.405943,9262053000.0,5.542136223116547,3.809094215041964,4.499455360594756
2004-06-18,11926675331.753946,7589601139.545092,9343114000.0,5.8235719393329815,3.7058599314185017,4.5388343569128695
2004-06-19,14930373119.50347,14358399957.944515,9437537000.0,7.290221249757553,7.010937479465095,4.584704540716983
2004-06-20,11324316585.401,12209547975.539299,9263844000.0,5.529451457715331,5.961693347431298,4.500325418728824
2004-06-21,15210546001.644459,15793374831.10551,8734056000.0,7.427024414865459,7.711608804250738,4.242957267566358
2004-06-22,16132899004.028347,17009862613.677837,10209595000.0,7.877392091810717,8.305596979334881,4.959766150361201
2004-06-23,11626399023.552036,13149454968.446407,10155066000.0,5.6769526482187675,6.420632308811722,4.933276256451301
2004-06-24,11073724556.95512,12444093009.530247,10418111000.0,5.407092068825742,6.076217289809691,5.061062097811488
2004-06-25,13589884077.014442,14388334161.350037,10320375000.0,6.635685584479708,7.025553789721697,5.01358247648746
2004-06-26,12863401785.46721,12928992505.045584,9998151000.0,6.280957903060162,6.312984621604289,4.857047796313173
2004-06-27,12067857197.706158,11675504743.519096,10168416000.0,5.89250839731746,5.700930050546434,4.939761614402064
2004-06-28,11621436850.883606,10967705484.933453,10246410000.0,5.67452971234551,5.355324943815162,4.977650678672613
2004-06-30,12487943145.065907,13072915008.029314,9401480000.0,6.097628488801712,6.383259281264314,4.567188244714686
2004-07-01,15351891702.987343,15833157816.902744,9428205000.0,7.4960408705992885,7.731034090284543,4.580171105481288
2004-07-02,14553593468.50415,15670364067.016542,10435770000.0,7.106246810793042,7.651544954597921,5.069640744706809
2004-07-03,15717544709.940552,17114099004.568626,13106338000.0,7.67458237790066,8.356493654574525,6.36698826619398
2004-07-04,16256562455.706923,17852392418.29484,12741639000.0,7.937774636575646,8.716988485495529,6.189819460255
2004-07-05,16560932107.932718,17877324331.292408,13663307000.0,8.086392630826522,8.729162271138872,6.637560800462041
2004-07-06,18071528448.94061,18875843668.572678,12467334000.0,8.823988500459281,9.216720541295253,6.056563571664431
2004-07-07,16937403036.092234,18056165827.74757,14327394000.0,8.27021632621691,8.816487220579868,6.960170681019979
2004-07-08,17175765776.78472,18670288039.128544,14163804000.0,8.386604383195664,9.116351581605734,6.88069954190647
2004-07-09,16995962389.607025,18224059849.251556,13875905000.0,8.298809760550306,8.898466723267362,6.740839761481992
2004-07-10,15794389745.123974,16572517832.642029,13766768000.0,7.712104367736315,8.09204972296974,6.687821595888551
2004-07-12,14938761553.89429,14426302647.94991,9824780000.0,7.294317164987446,7.044093089819292,4.772825100187199
2004-07-13,13505483452.680855,12433425195.808378,8842179000.0,6.594474342129324,6.07100839639081,4.295482837432304
2004-07-14,11805363015.469557,10278126937.854809,9273516000.0,5.764337409897244,5.018616668874419,4.505024024129558
2004-07-15,11354204241.122345,9323651116.670849,9494447000.0,5.54404503961052,4.552564021811938,4.612351111576753
2004-07-16,10819321635.826733,8473021630.832093,9437013000.0,5.282871892493522,4.137217593179733,4.584449984344983
2004-07-17,13119894760.212553,10047303347.123848,9117738000.0,6.406198613385036,4.905909837462817,4.429347912455102
2004-07-18,11000041484.695496,8073521788.543455,9694135000.0,5.371114006198972,3.942149310812234,4.7093584642712845
2004-07-20,11466065819.111496,6918925107.786631,10789710000.0,5.598664950738035,3.3783814002864405,5.241582886511537
2004-07-21,11790540793.283989,6373253517.652933,10964202000.0,5.757099996720698,3.111940194166471,5.326350158387535
2004-07-22,11822890911.204763,5928538446.956892,10089071000.0,5.772895952736701,2.8947941635531698,4.901216241622791
2004-07-23,12156626687.152203,6397204696.3022785,10499001000.0,5.935852874586036,3.123635105616347,5.10035802325248
2004-07-24,13966611415.903824,13005675053.452133,10926592000.0,6.819634480421789,6.350427272193424,5.308079423366696
2004-07-25,6978822658.811505,5836104331.800088,11578512000.0,3.407628251372805,2.8496603182617615,5.624778640989282
2004-07-26,10364751621.489546,8988945078.709099,9891637000.0,5.060913877680442,4.389133339213427,4.8053038699635415
2004-07-27,10540091668.942091,7714165590.31744,9767598000.0,5.14652913522563,3.7666824171471873,4.745046393195398
2004-07-28,15617290908.754814,15099437161.615025,9322416000.0,7.625630326540437,7.372772051569836,4.52877938021887
2004-07-29,9230063231.078705,9642667286.95679,9089521000.0,4.5068668120501485,4.70833363620937,4.415640246140743
2004-07-30,11416222816.89067,12585060153.877071,9364805000.0,5.574327547309898,6.145048903260289,4.549371727647701
2004-07-31,12595876782.21854,13904684943.991184,9760991000.0,6.1503304600676465,6.789396945308195,4.741836748253024
2004-08-01,12314135413.949808,13174769709.57728,10301906000.0,6.01276143259268,6.432993022254531,5.004610335963666
2004-08-02,11954060626.531704,11990477555.363625,10249673000.0,5.8369436652986835,5.854725368829895,4.979235826462377
2004-08-03,13039200171.55791,12239818403.555376,10314000000.0,6.366796958768512,5.976473829861024,5.010485535892994
2004-08-04,14295903668.955593,14538882754.838154,10272250000.0,6.980421713357223,7.0990638451358175,4.990203611215514
2004-08-05,13848186784.426455,14249404920.790157,10787424000.0,6.76180995333323,6.957717246479569,5.240472360048957
2004-08-06,13171661400.745754,12915535086.064808,10506709000.0,6.431475293332888,6.306413616242582,5.104102528052816
2004-08-07,9520154405.271645,8893961572.269955,9842712000.0,4.648512893199046,4.342754673959939,4.781536369009153
2004-08-08,12807253386.962358,12237560663.030313,9831772000.0,6.253541692852714,5.97537141749527,4.776221776051749
2004-08-09,11127498426.22034,10441353051.149359,9464623000.0,5.433348840927901,5.098316919506523,4.5978627733352875
2004-08-10,10790876784.357475,9575942891.70738,8690284000.0,5.268982804862048,4.675753365091494,4.221693066201504
2004-08-11,15674585898.164377,16111194096.999912,8925408000.0,7.653606395588075,7.866793992675738,4.335915036449837
2004-08-12,12150093949.400555,13313634709.375425,10395031000.0,5.932663061230739,6.500798197937219,5.049849958373016
2004-08-13,14346985791.917854,15258410125.826382,10656989000.0,7.00536415620989,7.450395569251163,5.177107740999684
2004-08-14,12089412684.45412,13091336371.47752,11079047000.0,5.903033537331114,6.392254087635508,5.382141239575205
2004-08-15,12343305396.484648,13026338154.069786,11375678000.0,6.027004588127269,6.360516676791888,5.526242978473545
2004-08-16,13362519962.095762,14424000654.43116,11426443000.0,6.524667950242072,7.042969069546465,5.550904341497552
2004-08-17,12208817977.1946,13168791671.945932,11589701000.0,5.961336902927051,6.4300740585673495,5.630214196802847
2004-08-18,13166018076.429688,13799845486.664927,11701941000.0,6.428719763881683,6.7382058040356085,5.684739783049563
2004-08-19,12273885918.429546,12430151272.215855,11639086000.0,5.993108358608177,6.069409800886648,5.65420516327464
2004-08-20,11453364192.832314,11705265305.435074,8401341000.0,5.592462984781403,5.71546157491947,4.081326116211439
2004-08-21,10489357832.043512,11050204389.049114,8077999000.0,5.121756753927496,5.395607611840388,3.9242483176709393
2004-08-22,13249854380.852585,13257632153.304022,8507385000.0,6.469655459400676,6.47345319985548,4.132841719097636
2004-08-23,14608021627.587116,13874014939.994205,8311822300.0,7.132823060345272,6.774421357419046,4.03783841487908
2004-08-24,14346480973.432056,12861298339.106796,8699009000.0,7.005117662808622,6.27993082964199,4.225931624113145
2004-08-25,12945910395.991192,10860137605.447828,7918715400.0,6.321245310542574,5.302801565160072,3.8468692044360195
2004-08-26,14554940280.96225,11533063517.514463,7840772600.0,7.1069044340635985,5.631378670661359,3.809005012849147
2004-08-27,13996371730.290527,10401243346.303663,7537876000.0,6.834165883930922,5.0787321026873355,3.661859479285916
2004-08-28,16199287271.433006,16245075476.354948,8804385000.0,7.9098082380043975,7.93216575993894,4.277122716204502
2004-08-29,12069732521.591974,13075427916.821817,8404168000.0,5.893424082808581,6.384486287510653,4.082699457554271
2004-08-30,10396864020.10669,11173719583.564342,9544097000.0,5.07659375981772,5.455917765412277,4.636470813618355
2004-08-31,10296237193.9954,10858167611.594196,9260635000.0,5.027459567380566,5.301839654098728,4.498766503847626
2004-09-01,9862536536.949736,9830062325.506788,9492442000.0,4.815691668432488,4.799835119876361,4.611377093397631
2004-09-02,10687412347.218065,9708465486.529,9455127000.0,5.218463060165071,4.740461663344238,4.593249667784693
2004-09-03,11600096629.643135,9771738516.042707,9086985000.0,5.664109682442937,4.771356697286478,4.4144082710273995
2004-09-04,12042214387.270884,9599291808.47376,9806326000.0,5.879987493784611,4.687154203356329,4.763860246582451
2004-09-05,12053420830.293533,9329978632.454002,5040051700.0,5.885459389791764,4.555653629127931,2.4484299149702244
2004-09-06,12720994937.18752,11924420577.917442,4947514000.0,6.211423309173593,5.822470985311251,2.4034755997312476
2004-09-07,9496467784.418194,8383221103.734304,4912239600.0,4.636947160360446,4.093369679557766,2.3863394865853
2004-09-08,8417177439.746321,6978639795.579371,4719347000.0,4.1099499217511335,3.40753896268524,2.2926333025363577
2004-09-09,7521561388.574244,5807347946.631886,4705914000.0,3.672637396764767,2.8356191145663505,2.286107623633541
2004-09-10,7762730952.125401,5506884413.45032,4248677000.0,3.7903959727174805,2.6889084050050394,2.0639843567172034
2004-09-11,8747706034.244947,5879537564.027356,4375220000.0,4.271340837033666,2.8708679511852324,2.1254582631713927
2004-09-12,9248152187.72183,5838708901.1888275,4519171600.0,4.51569931041105,2.850932080658607,2.195389173552298
2004-09-13,9722124691.572102,5831695996.938893,1967096000.0,4.7471311970566905,2.847507811005319,0.9556046204879741
2004-09-14,11645912103.8458,6725587164.2283535,2053377000.0,5.686480519455957,3.283978107533376,0.9975194646340264
2004-09-16,9045568595.636938,4732025242.614233,2367366100.0,4.416781540838349,2.310559200495231,1.1500536748316277
2004-09-17,8692841606.912317,4037459891.5834846,2429252400.0,4.244551565875155,1.9714159626872483,1.1801177053745726
2004-09-18,9260363329.697624,3805741343.6795654,2151098400.0,4.521661782078918,1.8582721404685378,1.044991993356851
2004-09-19,9978280197.909903,3657900897.1903343,2127860000.0,4.872207127885694,1.786084422456218,1.0337029040532544
2004-09-20,8919290816.141914,2614302098.10832,2448012300.0,4.355122468819294,1.2765146963419531,1.1892311635483945
2004-09-21,10237305652.491728,2750247041.510467,3576741400.0,4.998684400630727,1.3428940632375328,1.7375616686377406
2004-09-22,9271555205.99221,2237913525.8985295,3536863200.0,4.527126565425884,1.0927312138176413,1.7181890542982556
2004-09-23,12294358008.959812,10548687136.105423,3357812000.0,6.0031044965624085,5.150726140676476,1.6312069476680169
2004-09-24,7977997300.673335,7054612310.933697,3028499000.0,3.895506494469402,3.444634917448094,1.4712284695526854
2004-09-25,8036834819.844363,6137726793.35225,3154033200.0,3.9242357518771307,2.9969369108165282,1.5322123064113142
2004-09-26,7483666780.473333,4686235798.926899,3075962400.0,3.654134170152995,2.288201073694775,1.4942859331152512
2004-09-27,6653908298.068773,3146577381.8566036,3027830000.0,3.2489786611663933,1.5364147372346697,1.4709034729632426
2004-09-28,6319876215.72574,2233186474.6059375,2966845200.0,3.0858770584598343,1.0904230833036803,1.4412773862549502
2004-09-29,6492841149.471359,2204674551.8980856,1346870100.0,3.170332592515312,1.0765012460439871,0.6543022255940227
2004-09-30,271454833.58716637,74464738.66788082,1312560000.0,0.13254630546248358,0.03635973567767618,0.6376345641837995
