time,ET_cap_m3_day,ET_no_cap_m3_day,ET_cap_m_day,ET_no_cap_m_day,ET_mm_day,SSEBop_ET_m_day
2004-06-05,4856942.792709862,4579485.725699688,0.0023715540980028624,0.0022360770145018007,2.6760337,0.0026760337
2004-06-06,4604517.741627663,3805243.596882108,0.0022482996785291327,0.0018580291000400919,2.7437165,0.0027437165
2004-06-07,4860656.690679454,3324270.9705170034,0.0023733675247458274,0.0016231791848227556,2.7180727,0.0027180727
2004-06-08,4379946.823487971,2642575.3826954896,0.0021386459099062356,0.001290320011081782,2.650821,0.0026508210000000003
2004-06-09,1305688.6152121036,1048680.4295550664,0.000637543269146535,0.0005120509909936848,3.5679672,0.0035679672
2004-06-10,5459845.671652749,5904411.702659231,0.002665940269361694,0.0028830135266890776,3.7159054,0.0037159054
2004-06-11,5671587.68771011,6122457.286091405,0.002769329925639702,0.0029894810967243187,3.6737168,0.0036737168
2004-06-12,5783785.345549458,5968373.114300794,0.002824113938256571,0.0029142446847171847,3.576164,0.0035761639999999997
2004-06-13,5351996.763735889,5083428.588910537,0.0026132796697929147,0.002482142865678973,3.3720956,0.0033720956
2004-06-15,4730257.889634924,3872714.4321654355,0.0023096962351733027,0.0018909738438307791,3.8276606,0.0038276606000000003
2004-06-16,4471361.6284027435,3451759.2825979427,0.002183282045118527,0.0016854293372060268,3.2620404,0.0032620404
2004-06-17,4318616.842808236,2932060.4825420883,0.002108699630277459,0.001431670157491254,4.0928206,0.0040928206
2004-06-18,4494923.11906644,2835467.319331281,0.00219478667923166,0.001384505527017227,4.1286407,0.0041286407
2004-06-19,3147324.117169135,3059367.980381361,0.0015367793540864915,0.0014938320216705866,4.1703653,0.0041703653
2004-06-20,4205127.0966142295,4545562.872711436,0.0020532847151436668,0.002219513121441131,4.0936117,0.0040936117
2004-06-21,3492742.0371103664,3719586.7542642546,0.0017054404478077962,0.001816204469855593,3.8595033,0.0038595033
2004-06-22,3979706.658929349,4331937.650094516,0.0019432161420553462,0.002115203930710213,4.511531,0.004511531
2004-06-23,4435727.2393775545,5015968.232911765,0.0021658824411023214,0.0024492032387264475,4.4874353,0.004487435299999999
2004-06-24,4245584.893492444,4765167.47539066,0.0020730394987756077,0.0023267419313430953,4.6036725,0.0046036725
2004-06-25,5225326.839901339,5514649.956383473,0.002551429121045576,0.0026927001740153678,4.560484,0.004560484
2004-06-26,4883961.137776724,4890745.966507747,0.0023847466493050412,0.0023880595539588607,4.418096,0.004418096
2004-06-27,4560387.478713026,4409827.294454803,0.0022267516985903448,0.002153235983620509,4.4933343,0.0044933342999999995
2004-06-28,4053403.331881539,3804475.0508518927,0.0019792008456452825,0.0018576538334237756,4.5277996,0.0045277996
2004-06-30,3213715.944679827,3445709.9202260957,0.0015691972386131967,0.0016824755469853983,4.1544323,0.0041544323
2004-07-01,3269383.1996694272,3469720.788149745,0.0015963785154635875,0.0016941996035887428,4.1662416,0.0041662416
2004-07-02,5085608.087188714,5514654.0618335735,0.0024832070738226146,0.0026927021786296744,4.611476,0.004611476
2004-07-03,5527479.939172252,6069092.969857467,0.0026989648140489514,0.0029634243016882166,5.7915764,0.005791576400000001
2004-07-04,6190069.826631699,6796401.318231877,0.003022495032535009,0.0033185553311679086,5.6304193,0.0056304193
2004-07-05,6347485.4851674745,6842027.426904526,0.003099358147054431,0.0033408337045432255,6.0376964,0.0060376964
2004-07-06,5404226.443555677,5719599.342696417,0.0026387824431424204,0.002792773116550985,5.5092063,0.0055092063
2004-07-07,5764664.5367862275,6198516.40381088,0.0028147776058526502,0.0030266193377982815,6.3311505,0.0063311504999999995
2004-07-08,6588993.056061549,7159698.138420708,0.0032172817656550535,0.003495946356650736,6.2588615,0.0062588615
2004-07-09,6483176.323206493,6942683.644934034,0.0031656134390656704,0.0033899822485029462,6.1316414,0.0061316414
2004-07-10,6020741.732804933,6305076.5234193085,0.0029398152992211584,0.003078650646200834,6.0834146,0.0060834146
2004-07-12,5693486.34609419,5482238.419799705,0.0027800226299288036,0.0026768742284178247,4.341485,0.004341485
2004-07-13,5138018.508059201,4715239.459321469,0.0025087980996382816,0.002302363017246811,3.9072819,0.0039072819
2004-07-14,4507194.620598127,3909629.448219048,0.002200778623338929,0.001908998754013207,4.0978856,0.0040978856
2004-07-15,4297870.052644056,3516357.353220449,0.0020985693616426054,0.0017169713638771722,4.1955137,0.0041955137
2004-07-16,4099131.267860203,3206954.091415311,0.002001528939384865,0.0015658955524488825,4.1701336,0.0041701336
2004-07-17,5022227.303739272,3837201.0776011036,0.0024522594256539414,0.0018736333386724139,4.0290494,0.0040290494
2004-07-18,4257618.8069506455,3112127.457444377,0.00207891543308137,0.001519593485080262,4.283754,0.004283754
2004-07-20,4377507.068241735,2617089.335698592,0.00213745462316491,0.0012778756521965781,4.767879,0.004767879
2004-07-21,4520189.821593748,2429715.299131568,0.0022071239363250727,0.001186384423404086,4.8449855,0.0048449855
2004-07-22,4517770.802952952,2253519.933188641,0.002205942774879371,0.001100351529877266,4.458273,0.0044582730000000004
2004-07-23,4051268.8331493423,1913460.4040274387,0.0019781586099362025,0.0009343068379040228,4.639417,0.004639417
2004-07-24,3760672.37479212,3476509.2417457267,0.0018362658080039649,0.0016975142781961556,4.828366,0.004828366
2004-07-25,2434188.951998937,2014365.4170941184,0.0011885688242182309,0.0009835768638154876,5.1164436,0.0051164436
2004-07-26,3983610.116441496,3411527.388406944,0.0019451221271686993,0.001665784857620578,4.371028,0.004371028
2004-07-27,3972924.408653721,2879916.8468396044,0.00193990449641295,0.0014062093978709006,4.3162165,0.0043162165
2004-07-28,1199274.7401835893,1064137.720889601,0.0005855833692302682,0.0005195984965281255,4.1194944,0.0041194944
2004-07-29,1972461.2805695198,2128216.0686149164,0.0009631158596530859,0.0010391680022533772,4.0165806,0.0040165806
2004-07-30,4535348.851803417,4988846.491697249,0.0022145258065446372,0.0024359602010240473,4.1382256,0.0041382256
2004-07-31,4845227.561884373,5340430.04605304,0.002365833770451354,0.002607631858424336,4.3132973,0.0043132973
2004-08-01,4687715.935181593,4998919.803484551,0.002288923796475387,0.002440878810295191,4.552323,0.0045523230000000005
2004-08-02,4594248.50388141,4586891.692632067,0.0022432854022858446,0.0022396932092930014,4.529241,0.004529241
2004-08-03,4992768.257408506,4665538.845062923,0.002437875125687747,0.00227809513919088,4.557667,0.0045576670000000005
2004-08-04,3966987.9004532536,4119150.7453632937,0.0019370058107681903,0.002011304074884421,4.539218,0.004539218
2004-08-05,5343441.483976092,5481631.0833438635,0.0026091022870977014,0.002676577677413996,4.7668686,0.0047668686
2004-08-06,4934844.860297603,4830116.780021989,0.002409592216942189,0.0023584554589951116,4.642823,0.004642823
2004-08-07,3575894.7628217414,3331880.8936329596,0.0017460423646590533,0.0016268949675942185,4.3494086,0.0043494086
2004-08-08,3634030.521581371,3410239.6196106356,0.0017744289656159036,0.0016651560642630056,4.3445745,0.0043445745
2004-08-09,4112674.1873003035,3837933.69203468,0.0020081416930177263,0.0018739910605638085,4.1823344,0.0041823344
2004-08-10,4053862.8295921893,3585765.3976122923,0.001979425209761811,0.001750862010552877,3.8401608,0.0038401608
2004-08-11,4374835.16790543,4610800.0351549685,0.0021361499843288233,0.0022513672046655117,3.94406,0.00394406
2004-08-12,4575551.4745903835,5012503.539105472,0.002234155993452336,0.0024475114937038437,4.593474,0.004593473999999999
2004-08-13,4532506.9352178555,4886861.178607299,0.0022131381519618436,0.0023861626848668454,4.709231,0.004709231
2004-08-14,4468699.772705963,4852631.163656449,0.0021819823108915836,0.0023694488103791255,4.8957343,0.0048957343
2004-08-15,3553279.753709183,3810173.0413611336,0.001734999879740812,0.001860436055352116,5.026813,0.005026813
2004-08-16,5171567.140756378,5576774.1360660605,0.00252517926794745,0.002723034246126006,5.049246,0.005049246
2004-08-17,4673177.930948528,5034512.861306585,0.0022818251615959614,0.002458258233059856,5.121388,0.005121387999999999
2004-08-18,5050962.517855717,5283290.394359329,0.0024662902919217367,0.002579731637870766,5.170986,0.005170986
2004-08-19,3661280.0492595974,3723463.470095729,0.0017877343990525378,0.0018180973975076803,5.143211,0.005143211
2004-08-20,2919357.407417978,3023069.3032734133,0.0014254674840908097,0.0014761080582389714,3.7124794,0.0037124794
2004-08-21,4023544.1542819394,4232362.5377669735,0.0019646211690829782,0.00206658327039403,3.5695975,0.0035695975
2004-08-22,5140919.447582516,5126431.160366291,0.0025102145740149005,0.002503140215022603,3.7593393,0.0037593393
2004-08-23,5602964.306093266,5303573.611395935,0.0027358224150846027,0.0025896355524394213,3.672922,0.003672922
2004-08-24,5474271.891373054,4887825.328499032,0.002672984321959499,0.002386633461181168,3.8440163,0.0038440162999999997
2004-08-25,4960407.339773229,4145621.2797329607,0.002422073896373647,0.0020242291404946097,3.4992113,0.0034992113
2004-08-26,5596159.066125792,4418490.739085875,0.0027324995440067344,0.002157466181194275,3.4647691,0.0034647691
2004-08-27,5312316.110133544,3936836.7715420984,0.002593904350651144,0.0019222835798545401,3.330922,0.003330922
2004-08-28,4554282.759711587,4687718.449685692,0.002223770878765423,0.0022889250242605916,3.890581,0.003890581
2004-08-29,4584664.442926413,4966063.576827405,0.0022386056850226626,0.002424835730872756,3.7137287,0.0037137286999999997
2004-08-30,3956552.4301397842,4248467.367602108,0.0019319103662791914,0.0020744469568369666,4.217453,0.0042174529999999995
2004-08-31,3937273.8167519043,4145607.371499956,0.0019224969808358907,0.002024222349365213,4.092194,0.004092194
2004-09-01,3710419.3616530597,3680159.0908336863,0.0018117282039321581,0.0017969526810711358,4.194628,0.004194628
2004-09-02,4094057.095446212,3700772.941365615,0.0019990513161358458,0.0018070180377761792,4.1781383,0.004178138299999999
2004-09-03,4453027.518388664,3733494.4189314204,0.002174329842963215,0.0018229953217438577,4.0154595,0.0040154595000000005
2004-09-04,4605395.165174871,3663241.249405967,0.0022487281079955424,0.0017886920163115074,4.33333,0.00433333
2004-09-05,4564258.042690911,3530859.0965266395,0.0022286416224076714,0.0017240522932258982,2.2271547,0.0022271546999999997
2004-09-06,3584186.3487953753,3312191.625876404,0.0017500909906227418,0.0016172810673224629,2.1862633,0.0021862632999999996
2004-09-07,3615529.4099781043,3173414.102528102,0.0017653952197158713,0.00154951860475005,2.1706758,0.0021706758000000002
2004-09-08,3181866.429102898,2631603.9639625833,0.0015536457173353994,0.001284962873028605,2.0854385,0.0020854385
2004-09-09,2858011.1376845185,2196907.872000947,0.0013955132508225187,0.0010727089218754624,2.0795023,0.0020795023
2004-09-10,3001824.189896595,2120878.254157276,0.001465734467722947,0.0010355850850377324,1.8774533,0.0018774533
2004-09-11,3350060.4191596974,2246197.418619741,0.001635771689042821,0.0010967760833104205,1.9333718,0.0019333718
2004-09-12,3566073.62237853,2244129.5614359183,0.0017412468859270165,0.001095766387419882,1.9969825,0.0019969825
2004-09-13,3729274.2983833216,2227816.9224177115,0.0018209347160074814,0.0010878012316492731,0.8692426,0.0008692426
2004-09-14,4467118.930893048,2571961.0243266597,0.002181210415475121,0.0012558403439095018,0.9073694,0.0009073694
2004-09-16,3441950.368501873,1793673.7754749141,0.0016806398283700553,0.0008758172731811104,1.0461185,0.0010461185
2004-09-17,3345208.1270654527,1536657.1264857862,0.0016334024057936781,0.0007503208625418878,1.0734653,0.0010734653000000001
2004-09-18,3538966.2605176633,1445700.7506334207,0.0017280108693933903,0.000705908569645225,0.95055157,0.00095055157
2004-09-19,3814492.965211966,1387689.2347112224,0.0018625453931699052,0.0006775826341363391,0.9402829,0.0009402829000000001
2004-09-20,3403566.9997358876,991132.8515339743,0.0016618979490897888,0.00048395158766307336,1.0817553,0.0010817552999999999
2004-09-21,3913890.7523342776,1046187.0296603694,0.0019110794689132214,0.0005108335105763523,1.5805308,0.0015805308
2004-09-22,3536696.580415609,848477.5707919865,0.001726902627156059,0.00041429568886327465,1.5629091,0.0015629091
2004-09-23,3016791.7430864684,2495086.7067591595,0.0014730428433039396,0.0012183040560347458,1.4837879,0.0014837879
2004-09-24,3030754.479898717,2656450.79619233,0.0014798605858880453,0.001297095115328286,1.3382673,0.0013382673
2004-09-25,3070055.8456930397,2319385.315099054,0.0014990507059048045,0.00113251236088821,1.3937398,0.0013937398
2004-09-26,2834568.26037243,1759639.027516174,0.0013840665333849757,0.0008591987439043818,1.3592409,0.0013592409000000001
2004-09-27,2549832.646946347,1192383.996864845,0.001245035472141771,0.0005822187484691626,1.3379718,0.0013379718000000001
2004-09-28,2419253.023907325,844144.8418501244,0.0011812758905797487,0.00041218009855963105,1.3110231,0.0013110231000000002
2004-09-29,2454331.1095672636,826488.8200842344,0.0011984038620933904,0.00040355899418175503,0.5951702,0.0005951702
