time,spatial_ref,ET_m_day
2019-11-15,0,0.0
2019-11-16,0,0.0
2019-11-17,0,0.0
2019-11-18,0,0.0
2019-11-19,0,0.0
2019-11-20,0,0.0
2019-11-21,0,0.0
2019-11-22,0,0.0
2019-11-23,0,0.0
2019-11-24,0,0.0
2019-11-25,0,0.0
2019-11-26,0,0.0
2019-11-27,0,0.0
2019-11-28,0,0.0
2019-11-29,0,0.0
2019-11-30,0,0.0
2019-12-01,0,0.0
2019-12-02,0,0.0
2019-12-03,0,0.0
2019-12-04,0,0.0
2019-12-05,0,0.0
2019-12-06,0,0.0
2019-12-07,0,0.0
2019-12-08,0,0.0
2019-12-09,0,0.0
2019-12-10,0,0.0
2019-12-11,0,0.0
2019-12-12,0,0.0
2019-12-13,0,0.0
2019-12-14,0,0.0
2019-12-15,0,0.0
2019-12-16,0,0.0
2019-12-17,0,0.0
2019-12-18,0,0.0
2019-12-19,0,0.0
2019-12-20,0,0.0
2019-12-21,0,0.0
2019-12-22,0,0.0
2019-12-23,0,0.0
2019-12-24,0,0.0
2019-12-25,0,0.0
2019-12-26,0,0.0
2019-12-27,0,0.0
2019-12-28,0,0.0
2019-12-29,0,0.0
2019-12-30,0,0.0
2019-12-31,0,0.0
2020-01-01,0,0.0
2020-01-02,0,0.0
2020-01-03,0,0.0
2020-01-04,0,0.0
2020-01-05,0,0.0
2020-01-06,0,0.0
2020-01-07,0,0.0
2020-01-08,0,0.0
2020-01-09,0,0.0
2020-01-10,0,0.0
2020-01-11,0,0.0
2020-01-12,0,0.0
2020-01-13,0,0.0
2020-01-14,0,0.0
2020-01-15,0,0.0
2020-01-16,0,0.0
2020-01-17,0,1.5632717e-06
2020-01-18,0,1.5632717e-06
2020-01-19,0,1.3680556e-06
2020-01-20,0,1.5632717e-06
2020-01-21,0,1.3680556e-06
2020-01-22,0,1.3680556e-06
2020-01-23,0,1.3680556e-06
2020-01-24,0,1.3680556e-06
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,5.2781634e-05
2020-02-19,0,4.8521608e-05
2020-02-20,0,4.925309e-05
2020-02-21,0,4.2816362e-05
2020-02-22,0,4.4880402e-05
2020-02-23,0,4.2287036e-05
2020-02-24,0,4.212114e-05
2020-02-25,0,4.0613428e-05
2020-02-26,0,0.00011996298
2020-02-27,0,0.000113254646
2020-02-28,0,0.00013673225
2020-02-29,0,0.00014308102
2020-03-01,0,0.00014518133
2020-03-02,0,0.00017092054
2020-03-04,0,0.00016937731
2020-03-05,0,1.3804786e-05
2020-03-06,0,1.6887347e-05
2020-03-07,0,1.9239198e-05
2020-03-08,0,1.8020834e-05
2020-03-09,0,1.8822531e-05
2020-03-10,0,2.1466822e-05
2020-03-11,0,2.1089509e-05
2020-03-12,0,1.7795524e-05
2020-03-13,0,3.2129632e-05
2020-03-14,0,3.616204e-05
2020-03-15,0,3.4443678e-05
2020-03-16,0,3.197068e-05
2020-03-17,0,3.520139e-05
2020-03-18,0,3.3973767e-05
2020-03-19,0,3.414661e-05
2020-03-20,0,3.2817134e-05
2020-03-21,0,0.00022430712
2020-03-22,0,0.00021160496
2020-03-23,0,0.0002542739
2020-03-24,0,0.00024389969
2020-03-25,0,0.0002237261
2020-03-26,0,0.00028722992
2020-03-27,0,0.00029165126
2020-03-28,0,0.0002618619
2020-03-29,0,0.0013729151
2020-03-30,0,0.0014576035
2020-03-31,0,0.001207044
2020-04-01,0,0.0013962231
2020-04-02,0,0.0015521019
2020-04-03,0,0.0014322278
2020-04-04,0,0.0012217307
2020-04-05,0,0.0014864083
2020-04-06,0,0.0005687755
2020-04-07,0,0.000533588
2020-04-08,0,0.0006145995
2020-04-09,0,0.0007033326
2020-04-10,0,0.0006651922
2020-04-11,0,0.0006105579
2020-04-12,0,0.0006476366
2020-04-13,0,0.00076197536
2020-04-14,0,0.0020408104
2020-04-15,0,0.0018560989
2020-04-16,0,0.0016443896
2020-04-17,0,0.0020233535
2020-04-18,0,0.002109916
2020-04-19,0,0.002214802
2020-04-20,0,0.0022000717
2020-04-21,0,0.0019524453
2020-04-22,0,0.001298963
2020-04-23,0,0.0018573211
2020-04-24,0,0.002007892
2020-04-25,0,0.0019896326
2020-04-26,0,0.0018100812
2020-04-27,0,0.0021794352
2020-04-28,0,0.0023065172
2020-04-29,0,0.0021341746
2020-04-30,0,0.001531916
2020-05-01,0,0.0013928466
2020-05-03,0,0.001449179
2020-05-04,0,0.0015346968
2020-05-05,0,0.001490878
2020-05-06,0,0.0017237756
2020-05-07,0,0.0016847732
2020-05-08,0,0.0016055487
2020-05-09,0,0.0020049221
2020-05-10,0,0.001817403
2020-05-11,0,0.0018497137
2020-05-12,0,0.0017574985
2020-05-13,0,0.0018090826
2020-05-14,0,0.0017802471
2020-05-15,0,0.001414912
2020-05-16,0,0.0023213583
2020-05-17,0,0.0024209986
2020-05-18,0,0.0027261907
2020-05-19,0,0.0028277717
2020-05-20,0,0.0028695064
2020-05-21,0,0.0026006943
2020-05-22,0,0.0018935881
2020-05-23,0,0.0024220264
2020-05-24,0,0.0029023588
2020-05-25,0,0.0028448713
2020-05-26,0,0.002734862
2020-05-27,0,0.0032235768
2020-05-28,0,0.002853219
2020-05-29,0,0.003041146
2020-05-30,0,0.0028619182
2020-05-31,0,0.0030001167
2020-06-01,0,0.0032951133
2020-06-02,0,0.0029928428
2020-06-03,0,0.003095319
2020-06-04,0,0.0028708882
2020-06-05,0,0.0032526357
2020-06-06,0,0.002751853
2020-06-07,0,0.0036302926
2020-06-08,0,0.0033136907
2020-06-09,0,0.0036325413
2020-06-10,0,0.002895335
2020-06-11,0,0.0031212955
2020-06-12,0,0.0029708056
2020-06-13,0,0.0026763512
2020-06-15,0,0.003179937
2020-06-16,0,0.0033558712
2020-06-17,0,0.003468851
2020-06-18,0,0.003624321
2020-06-19,0,0.0036907524
2020-06-20,0,0.0037104972
2020-06-21,0,0.0035537095
2020-06-22,0,0.0037240165
2020-06-23,0,0.0042699715
2020-06-24,0,0.0042997217
2020-06-25,0,0.0041936007
2020-06-26,0,0.0040387637
2020-06-27,0,0.0040057087
2020-06-28,0,0.003956557
2020-06-29,0,0.004337908
2020-06-30,0,0.0039046132
2020-07-01,0,0.0042204717
2020-07-02,0,0.0041651716
2020-07-03,0,0.004684908
2020-07-04,0,0.0048287385
2020-07-05,0,0.004274117
2020-07-06,0,0.004214328
2020-07-07,0,0.0042182105
2020-07-08,0,0.004174204
2020-07-09,0,0.004412103
2020-07-10,0,0.004600178
2020-07-11,0,0.004591663
2020-07-12,0,0.0042942325
2020-07-13,0,0.004248399
2020-07-14,0,0.004263253
2020-07-15,0,0.004300186
2020-07-16,0,0.0045193736
2020-07-17,0,0.004370921
2020-07-18,0,0.004425313
2020-07-19,0,0.0037700806
2020-07-20,0,0.0035770414
2020-07-21,0,0.004081426
2020-07-22,0,0.0036976251
2020-07-23,0,0.0033407554
2020-07-24,0,0.0037521266
2020-07-25,0,0.0038136994
2020-07-26,0,0.0035329734
2020-07-27,0,0.0032467728
2020-07-28,0,0.0034675812
2020-07-29,0,0.0034802377
2020-07-30,0,0.0037040983
2020-07-31,0,0.0036728457
2020-08-01,0,0.0034006836
2020-08-02,0,0.003619947
2020-08-03,0,0.0033760108
2020-08-04,0,0.0040397937
2020-08-05,0,0.0038225513
2020-08-06,0,0.003817216
2020-08-07,0,0.003857647
2020-08-08,0,0.0039008472
2020-08-09,0,0.0039794226
2020-08-10,0,0.003821191
2020-08-11,0,0.0036971353
2020-08-12,0,0.0035925282
2020-08-13,0,0.0038575206
2020-08-14,0,0.0038778544
2020-08-15,0,0.00390809
2020-08-16,0,0.0040625157
2020-08-17,0,0.0038664166
2020-08-18,0,0.0038791369
2020-08-19,0,0.003835181
2020-08-20,0,0.0025136892
2020-08-21,0,0.0025049238
2020-08-22,0,0.0025422033
2020-08-23,0,0.0027356066
2020-08-24,0,0.0026721999
2020-08-25,0,0.0027860473
2020-08-26,0,0.0027033067
2020-08-27,0,0.0026280056
2020-08-28,0,0.0027535812
2020-08-29,0,0.0027668867
2020-08-30,0,0.0023787085
2020-08-31,0,0.0027215544
2020-09-01,0,0.002635795
2020-09-02,0,0.002728252
2020-09-03,0,0.0028346188
2020-09-04,0,0.0026770448
2020-09-05,0,0.0022414585
2020-09-06,0,0.0022847045
2020-09-07,0,0.0023218628
2020-09-08,0,0.0022885464
2020-09-09,0,0.001914761
2020-09-10,0,0.001886649
2020-09-11,0,0.0020537276
2020-09-12,0,0.0016231067
2020-09-13,0,0.0016674383
2020-09-14,0,0.0015859006
2020-09-15,0,0.0014800726
2020-09-16,0,0.0015192208
2020-09-17,0,0.0016450889
2020-09-18,0,0.0015434067
2020-09-19,0,0.00150249
2020-09-20,0,0.0016385287
2020-09-21,0,0.0017911799
2020-09-22,0,0.0018988079
2020-09-23,0,0.0019199629
2020-09-24,0,0.0017433858
2020-09-25,0,0.001736321
2020-09-26,0,0.0014962493
2020-09-27,0,0.0018671658
2020-09-28,0,0.0015372563
2020-09-29,0,1.6081018e-05
2020-09-30,0,1.5557873e-05
2020-10-01,0,1.9709878e-05
2020-10-02,0,1.7280863e-05
2020-10-03,0,1.7848766e-05
2020-10-04,0,1.810957e-05
2020-10-05,0,1.914738e-05
2020-10-06,0,1.8957562e-05
2020-10-07,0,0.0005337338
2020-10-08,0,0.0005469869
2020-10-09,0,0.0004912392
2020-10-10,0,0.0005139252
2020-10-11,0,0.00045668363
2020-10-12,0,0.0004676127
2020-10-13,0,0.00045040512
2020-10-14,0,0.00042961346
2020-10-15,0,1.1913581e-06
2020-10-16,0,1.1342593e-06
2020-10-17,0,1.0771606e-06
2020-10-18,0,1.0208333e-06
2020-10-19,0,1.1342593e-06
2020-10-20,0,1.0208333e-06
2020-10-21,0,1.0208333e-06
2020-10-22,0,8.5030877e-07
2020-10-23,0,8.8503083e-07
2020-10-25,0,8.7808644e-07
2020-10-26,0,8.919752e-07
2020-10-27,0,9.405865e-07
2020-10-28,0,8.2947537e-07
2020-10-29,0,9.405865e-07
2020-10-30,0,8.8503083e-07
2020-10-31,0,0.0
2020-11-01,0,0.0
2020-11-02,0,0.0
2020-11-03,0,0.0
2020-11-04,0,0.0
2020-11-05,0,0.0
2020-11-06,0,0.0
2020-11-07,0,0.0
2020-11-08,0,0.0
2020-11-09,0,0.0
2020-11-10,0,0.0
2020-11-11,0,0.0
2020-11-12,0,0.0
2020-11-13,0,0.0
2020-11-14,0,0.0
2020-11-15,0,0.0
2020-11-16,0,7.4158947e-06
2020-11-17,0,6.56713e-06
2020-11-18,0,7.652006e-06
2020-11-19,0,9.020834e-06
2020-11-20,0,6.707562e-06
2020-11-21,0,6.100309e-06
2020-11-22,0,6.707562e-06
2020-11-23,0,6.56713e-06
2020-11-24,0,0.0
2020-11-25,0,0.0
2020-11-26,0,0.0
2020-11-27,0,0.0
2020-11-28,0,0.0
2020-11-29,0,0.0
2020-11-30,0,0.0
2020-12-01,0,0.0
2020-12-02,0,0.0
2020-12-03,0,0.0
2020-12-04,0,0.0
2020-12-05,0,0.0
2020-12-06,0,0.0
2020-12-07,0,0.0
2020-12-08,0,0.0
2020-12-09,0,0.0
2020-12-10,0,0.0
2020-12-11,0,0.0
2020-12-12,0,0.0
2020-12-13,0,0.0
2020-12-14,0,0.0
2020-12-15,0,0.0
2020-12-16,0,0.0
2020-12-17,0,0.0
2020-12-18,0,8.8734566e-08
2020-12-19,0,1.0339506e-07
2020-12-20,0,1.3271605e-07
2020-12-21,0,1.1805556e-07
2020-12-22,0,8.8734566e-08
2020-12-23,0,1.1805556e-07
2020-12-24,0,1.3271605e-07
2020-12-25,0,1.0339506e-07
2020-12-26,0,0.0
2020-12-27,0,0.0
2020-12-28,0,0.0
2020-12-29,0,0.0
2020-12-30,0,0.0
2020-12-31,0,0.0
2021-01-01,0,0.0
2021-01-02,0,0.0
2021-01-03,0,0.0
2021-01-04,0,0.0
2021-01-05,0,0.0
2021-01-06,0,0.0
2021-01-07,0,0.0
2021-01-08,0,0.0
2021-01-09,0,1.4050927e-06
2021-01-10,0,1.6057099e-06
2021-01-11,0,1.6057099e-06
2021-01-12,0,1.6057099e-06
2021-01-13,0,1.969136e-06
2021-01-14,0,1.511574e-06
2021-01-15,0,1.3742284e-06
2021-01-16,0,1.3742284e-06
2021-01-17,0,0.0
2021-01-18,0,0.0
2021-01-19,0,0.0
2021-01-20,0,0.0
2021-01-21,0,0.0
2021-01-22,0,0.0
2021-01-23,0,0.0
2021-01-24,0,0.0
2021-01-25,0,3.9415125e-05
2021-01-26,0,3.3704473e-05
2021-01-27,0,4.062809e-05
2021-01-28,0,3.9652004e-05
2021-01-29,0,4.0399693e-05
2021-01-30,0,3.7782407e-05
2021-01-31,0,4.062269e-05
2021-02-01,0,4.9378865e-05
2021-02-02,0,1.7299383e-06
2021-02-03,0,1.7299383e-06
2021-02-04,0,1.7415123e-06
2021-02-05,0,1.9243826e-06
2021-02-06,0,1.6304014e-06
2021-02-07,0,1.6967593e-06
2021-02-08,0,1.9050926e-06
2021-02-09,0,1.8047841e-06
2021-02-10,0,4.8141206e-05
2021-02-11,0,5.153318e-05
2021-02-12,0,4.793364e-05
2021-02-13,0,5.450231e-05
2021-02-14,0,5.57554e-05
2021-02-15,0,5.7455247e-05
2021-02-16,0,4.7481484e-05
2021-02-17,0,5.6483797e-05
2021-02-18,0,7.743056e-05
2021-02-20,0,7.6283184e-05
2021-02-21,0,6.585032e-05
2021-02-22,0,6.845679e-05
2021-02-23,0,6.463504e-05
2021-02-24,0,6.523226e-05
2021-02-25,0,6.23804e-05
2021-02-26,0,0.000106425934
2021-02-27,0,9.445448e-05
2021-02-28,0,0.000115993826
2021-03-01,0,0.000120502315
2021-03-02,0,0.000119361895
2021-03-03,0,0.00014621993
2021-03-04,0,0.00013760649
2021-03-05,0,0.00014505556
2021-03-06,0,0.0003786435
2021-03-07,0,0.0004488002
2021-03-08,0,0.00053979404
2021-03-09,0,0.00049190124
2021-03-10,0,0.00050568907
2021-03-11,0,0.0005934422
2021-03-12,0,0.0005634352
2021-03-13,0,0.00048294757
2021-03-14,0,0.0006183704
2021-03-15,0,0.00070182723
2021-03-16,0,0.00065820606
2021-03-17,0,0.0006186011
2021-03-18,0,0.0006795826
2021-03-19,0,0.00065699464
2021-03-20,0,0.0006589846
2021-03-21,0,0.00062707724
2021-03-22,0,5.6615747e-05
2021-03-23,0,5.508642e-05
2021-03-24,0,6.386883e-05
2021-03-25,0,6.108874e-05
2021-03-26,0,5.5533957e-05
2021-03-27,0,7.220216e-05
2021-03-28,0,7.159028e-05
2021-03-29,0,6.4081796e-05
2021-03-30,0,0.00068785495
2021-03-31,0,0.0007254877
2021-04-02,0,0.0007019807
2021-04-03,0,0.00078132725
2021-04-04,0,0.0007185711
2021-04-05,0,0.0006074329
2021-04-06,0,0.0007463264
2021-04-07,0,7.698457e-05
2021-04-08,0,7.183488e-05
2021-04-09,0,8.1951395e-05
2021-04-10,0,9.4782416e-05
2021-04-11,0,8.950155e-05
2021-04-12,0,8.2909726e-05
2021-04-13,0,8.790355e-05
2021-04-14,0,0.000102529324
2021-04-15,0,0.0011658435
2021-04-16,0,0.0010595039
2021-04-17,0,0.0009404885
2021-04-18,0,0.0011546698
2021-04-19,0,0.0012144778
2021-04-20,0,0.0012681668
2021-04-21,0,0.0012611197
2021-04-22,0,0.0011320395
2021-04-23,0,0.0016110308
2021-04-24,0,0.002302023
2021-04-25,0,0.002486767
2021-04-26,0,0.0024658234
2021-04-27,0,0.0022433125
2021-04-28,0,0.0027004539
2021-04-29,0,0.0028590164
2021-04-30,0,0.0026440374
2021-05-01,0,0.0028327403
2021-05-02,0,0.0025805125
2021-05-03,0,0.0025467223
2021-05-04,0,0.002685389
2021-05-05,0,0.0028380966
2021-05-06,0,0.0027566922
2021-05-07,0,0.003188003
2021-05-08,0,0.003116218
2021-05-09,0,0.0025777584
2021-05-10,0,0.0032213829
2021-05-11,0,0.002919393
2021-05-12,0,0.0029680026
2021-05-13,0,0.002819997
2021-05-14,0,0.0029061823
2021-05-15,0,0.002856923
2021-05-16,0,0.0022692247
2021-05-17,0,0.001984119
2021-05-18,0,0.0020757846
2021-05-19,0,0.002329014
2021-05-20,0,0.0024163928
2021-05-21,0,0.0024513619
2021-05-22,0,0.0022208644
2021-05-23,0,0.0016225
2021-05-24,0,0.0020682665
2021-05-25,0,0.002963362
2021-05-26,0,0.0029061807
2021-05-27,0,0.0027927253
2021-05-28,0,0.0032919752
2021-05-29,0,0.0029138697
2021-05-30,0,0.0031069159
2021-05-31,0,0.0029224106
2021-06-01,0,0.0030637146
2021-06-02,0,0.0023893898
2021-06-03,0,0.0021718845
2021-06-04,0,0.0022450404
2021-06-05,0,0.002084133
2021-06-06,0,0.0023603481
2021-06-07,0,0.0019935402
2021-06-08,0,0.0026332117
2021-06-09,0,0.0024061908
2021-06-10,0,0.0039447094
2021-06-11,0,0.0031439052
2021-06-12,0,0.0033906333
2021-06-13,0,0.003228035
2021-06-14,0,0.0029098892
2021-06-16,0,0.0034526146
2021-06-17,0,0.0036442415
2021-06-18,0,0.0040122047
2021-06-19,0,0.0041929903
2021-06-20,0,0.0042698323
2021-06-21,0,0.00429188
2021-06-22,0,0.0041116206
2021-06-23,0,0.0043080403
2021-06-24,0,0.0049398686
2021-06-25,0,0.004972954
2021-06-26,0,0.0031794894
2021-06-27,0,0.0030548037
2021-06-28,0,0.00303091
2021-06-29,0,0.00298916
2021-06-30,0,0.0032819137
2021-07-01,0,0.0029514343
2021-07-02,0,0.0031925517
2021-07-03,0,0.0031493066
2021-07-04,0,0.00458163
