time,spatial_ref,ET_mm_day
2019-12-06,0,0.0
2019-12-07,0,0.0
2019-12-08,0,0.0
2019-12-09,0,0.0
2019-12-10,0,0.0
2019-12-11,0,0.0
2019-12-12,0,0.0
2019-12-13,0,0.0
2019-12-14,0,0.0
2019-12-15,0,0.0
2019-12-16,0,0.0
2019-12-17,0,0.0
2019-12-18,0,0.0
2019-12-19,0,0.0
2019-12-20,0,0.0
2019-12-21,0,0.0
2019-12-22,0,0.0
2019-12-23,0,0.0
2019-12-24,0,0.0
2019-12-25,0,0.0
2019-12-26,0,0.0
2019-12-27,0,0.0
2019-12-28,0,0.0
2019-12-29,0,0.0
2019-12-30,0,0.0
2019-12-31,0,0.0
2020-01-01,0,0.0
2020-01-02,0,0.0
2020-01-03,0,0.0
2020-01-04,0,0.0
2020-01-05,0,0.0
2020-01-06,0,0.0
2020-01-07,0,0.0
2020-01-08,0,0.0
2020-01-09,0,0.0
2020-01-10,0,0.0
2020-01-11,0,0.0
2020-01-12,0,0.0
2020-01-13,0,0.0
2020-01-14,0,0.0
2020-01-15,0,0.0
2020-01-16,0,0.0
2020-01-17,0,0.0015632716
2020-01-18,0,0.0015632716
2020-01-19,0,0.0013680556
2020-01-20,0,0.0015632716
2020-01-21,0,0.0013680556
2020-01-22,0,0.0013680556
2020-01-23,0,0.0013680556
2020-01-24,0,0.0013680556
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.052781634
2020-02-19,0,0.048521608
2020-02-20,0,0.049253087
2020-02-21,0,0.042816363
2020-02-22,0,0.0448804
2020-02-23,0,0.042287037
2020-02-24,0,0.042121142
2020-02-25,0,0.040613428
2020-02-26,0,0.119962975
2020-02-27,0,0.113254644
2020-02-28,0,0.13673225
2020-02-29,0,0.14308102
2020-03-01,0,0.14518133
2020-03-02,0,0.17092054
2020-03-04,0,0.16937731
2020-03-05,0,0.013804786
2020-03-06,0,0.016887346
2020-03-07,0,0.019239198
2020-03-08,0,0.018020833
2020-03-09,0,0.018822532
2020-03-10,0,0.021466821
2020-03-11,0,0.02108951
2020-03-12,0,0.017795524
2020-03-13,0,0.03212963
2020-03-14,0,0.03616204
2020-03-15,0,0.034443676
2020-03-16,0,0.03197068
2020-03-17,0,0.03520139
2020-03-18,0,0.03397377
2020-03-19,0,0.03414661
2020-03-20,0,0.032817133
2020-03-21,0,0.22430712
2020-03-22,0,0.21160495
2020-03-23,0,0.25427392
2020-03-24,0,0.24389969
2020-03-25,0,0.22372611
2020-03-26,0,0.28722993
2020-03-27,0,0.29165125
2020-03-28,0,0.2618619
2020-03-29,0,1.3729151
2020-03-30,0,1.4576036
2020-03-31,0,1.207044
2020-04-01,0,1.3962231
2020-04-02,0,1.552102
2020-04-03,0,1.4322277
2020-04-04,0,1.2217307
2020-04-05,0,1.4864082
2020-04-06,0,0.56877553
2020-04-07,0,0.533588
2020-04-08,0,0.6145995
2020-04-09,0,0.7033326
2020-04-10,0,0.6651922
2020-04-11,0,0.6105579
2020-04-12,0,0.6476366
2020-04-13,0,0.76197535
2020-04-14,0,2.0408103
2020-04-15,0,1.8560989
2020-04-16,0,1.6443896
2020-04-17,0,2.0233536
2020-04-18,0,2.109916
2020-04-19,0,2.214802
2020-04-20,0,2.2000718
2020-04-21,0,1.9524453
2020-04-22,0,1.298963
2020-04-23,0,1.8573211
2020-04-24,0,2.007892
2020-04-25,0,1.9896327
2020-04-26,0,1.8100812
2020-04-27,0,2.1794353
2020-04-28,0,2.3065171
2020-04-29,0,2.1341746
2020-04-30,0,1.531916
2020-05-01,0,1.3928466
2020-05-03,0,1.449179
2020-05-04,0,1.5346968
2020-05-05,0,1.4908781
2020-05-06,0,1.7237756
2020-05-07,0,1.6847732
2020-05-08,0,1.6055486
2020-05-09,0,2.0049222
2020-05-10,0,1.817403
2020-05-11,0,1.8497137
2020-05-12,0,1.7574985
2020-05-13,0,1.8090826
2020-05-14,0,1.7802471
2020-05-15,0,1.4149121
2020-05-16,0,2.3213582
2020-05-17,0,2.4209986
2020-05-18,0,2.7261908
2020-05-19,0,2.8277717
2020-05-20,0,2.8695064
2020-05-21,0,2.6006944
2020-05-22,0,1.8935881
2020-05-23,0,2.4220264
2020-05-24,0,2.9023588
2020-05-25,0,2.8448713
2020-05-26,0,2.734862
2020-05-27,0,3.2235768
2020-05-28,0,2.853219
2020-05-29,0,3.041146
2020-05-30,0,2.8619182
2020-05-31,0,3.0001166
2020-06-01,0,3.2951133
2020-06-02,0,2.992843
2020-06-03,0,3.095319
2020-06-04,0,2.8708882
2020-06-05,0,3.2526357
2020-06-06,0,2.751853
2020-06-07,0,3.6302927
2020-06-08,0,3.3136907
2020-06-09,0,3.6325412
2020-06-10,0,2.895335
2020-06-11,0,3.1212955
2020-06-12,0,2.9708056
2020-06-13,0,2.6763513
2020-06-15,0,3.179937
2020-06-16,0,3.3558712
2020-06-17,0,3.468851
2020-06-18,0,3.624321
2020-06-19,0,3.6907525
2020-06-20,0,3.7104971
2020-06-21,0,3.5537095
2020-06-22,0,3.7240164
2020-06-23,0,4.2699714
2020-06-24,0,4.2997217
2020-06-25,0,4.1936007
2020-06-26,0,4.0387635
2020-06-27,0,4.0057087
2020-06-28,0,3.9565566
2020-06-29,0,4.337908
2020-06-30,0,3.9046133
2020-07-01,0,4.220472
2020-07-02,0,4.1651716
2020-07-03,0,4.684908
2020-07-04,0,4.8287387
2020-07-05,0,4.274117
2020-07-06,0,4.214328
2020-07-07,0,4.2182107
2020-07-08,0,4.174204
2020-07-09,0,4.412103
2020-07-10,0,4.600178
2020-07-11,0,4.591663
2020-07-12,0,4.2942324
2020-07-13,0,4.248399
2020-07-14,0,4.2632527
2020-07-15,0,4.300186
2020-07-16,0,4.5193734
2020-07-17,0,4.3709207
2020-07-18,0,4.425313
2020-07-19,0,3.7700806
2020-07-20,0,3.5770414
2020-07-21,0,4.081426
2020-07-22,0,3.6976252
2020-07-23,0,3.3407555
2020-07-24,0,3.7521267
2020-07-25,0,3.8136992
2020-07-26,0,3.5329733
2020-07-27,0,3.2467728
2020-07-28,0,3.4675813
2020-07-29,0,3.4802377
2020-07-30,0,3.7040982
2020-07-31,0,3.6728456
2020-08-01,0,3.4006836
2020-08-02,0,3.619947
2020-08-03,0,3.376011
2020-08-04,0,4.039794
2020-08-05,0,3.8225513
2020-08-06,0,3.817216
2020-08-07,0,3.8576472
2020-08-08,0,3.9008472
2020-08-09,0,3.9794228
2020-08-10,0,3.8211908
2020-08-11,0,3.6971352
2020-08-12,0,3.592528
2020-08-13,0,3.8575206
2020-08-14,0,3.8778543
2020-08-15,0,3.9080896
2020-08-16,0,4.0625157
2020-08-17,0,3.8664167
2020-08-18,0,3.8791368
2020-08-19,0,3.835181
2020-08-20,0,2.5136893
2020-08-21,0,2.5049238
2020-08-22,0,2.5422032
2020-08-23,0,2.7356067
2020-08-24,0,2.6722
2020-08-25,0,2.7860472
2020-08-26,0,2.7033067
2020-08-27,0,2.6280055
2020-08-28,0,2.753581
2020-08-29,0,2.7668867
2020-08-30,0,2.3787084
2020-08-31,0,2.7215543
2020-09-01,0,2.6357949
2020-09-02,0,2.728252
2020-09-03,0,2.8346188
2020-09-04,0,2.6770449
2020-09-05,0,2.2414584
2020-09-06,0,2.2847044
2020-09-07,0,2.321863
2020-09-08,0,2.2885463
2020-09-09,0,1.9147611
2020-09-10,0,1.886649
2020-09-11,0,2.0537276
2020-09-12,0,1.6231066
2020-09-13,0,1.6674383
2020-09-14,0,1.5859005
2020-09-15,0,1.4800726
2020-09-16,0,1.5192207
2020-09-17,0,1.6450889
2020-09-18,0,1.5434067
2020-09-19,0,1.50249
2020-09-20,0,1.6385287
2020-09-21,0,1.7911799
2020-09-22,0,1.8988079
2020-09-23,0,1.9199629
2020-09-24,0,1.7433858
2020-09-25,0,1.736321
2020-09-26,0,1.4962493
2020-09-27,0,1.8671658
2020-09-28,0,1.5372562
2020-09-29,0,0.016081018
2020-09-30,0,0.015557872
2020-10-01,0,0.019709878
2020-10-02,0,0.017280864
2020-10-03,0,0.017848765
2020-10-04,0,0.01810957
2020-10-05,0,0.01914738
2020-10-06,0,0.018957563
2020-10-07,0,0.5337338
2020-10-08,0,0.5469869
2020-10-09,0,0.4912392
2020-10-10,0,0.5139252
2020-10-11,0,0.45668364
2020-10-12,0,0.4676127
2020-10-13,0,0.45040512
2020-10-14,0,0.42961347
2020-10-15,0,0.0011913581
2020-10-16,0,0.0011342593
2020-10-17,0,0.0010771606
2020-10-18,0,0.0010208334
2020-10-19,0,0.0011342593
2020-10-20,0,0.0010208334
2020-10-21,0,0.0010208334
2020-10-22,0,0.00085030874
2020-10-23,0,0.00088503084
2020-10-25,0,0.00087808643
2020-10-26,0,0.00089197524
2020-10-27,0,0.0009405865
2020-10-28,0,0.00082947535
2020-10-29,0,0.0009405865
2020-10-30,0,0.00088503084
2020-10-31,0,0.0
2020-11-01,0,0.0
2020-11-02,0,0.0
2020-11-03,0,0.0
2020-11-04,0,0.0
2020-11-05,0,0.0
2020-11-06,0,0.0
2020-11-07,0,0.0
2020-11-08,0,0.0
2020-11-09,0,0.0
2020-11-10,0,0.0
2020-11-11,0,0.0
2020-11-12,0,0.0
2020-11-13,0,0.0
2020-11-14,0,0.0
2020-11-15,0,0.0
2020-11-16,0,0.007415895
2020-11-17,0,0.0065671303
2020-11-18,0,0.0076520066
2020-11-19,0,0.009020834
2020-11-20,0,0.006707562
2020-11-21,0,0.0061003086
2020-11-22,0,0.006707562
2020-11-23,0,0.0065671303
2020-11-24,0,0.0
2020-11-25,0,0.0
2020-11-26,0,0.0
2020-11-27,0,0.0
2020-11-28,0,0.0
2020-11-29,0,0.0
2020-11-30,0,0.0
2020-12-01,0,0.0
2020-12-02,0,0.0
2020-12-03,0,0.0
2020-12-04,0,0.0
2020-12-05,0,0.0
2020-12-06,0,0.0
2020-12-07,0,0.0
2020-12-08,0,0.0
2020-12-09,0,0.0
2020-12-10,0,0.0
2020-12-11,0,0.0
2020-12-12,0,0.0
2020-12-13,0,0.0
2020-12-14,0,0.0
2020-12-15,0,0.0
2020-12-16,0,0.0
2020-12-17,0,0.0
2020-12-18,0,8.873457e-05
2020-12-19,0,0.00010339506
2020-12-20,0,0.00013271606
2020-12-21,0,0.00011805556
2020-12-22,0,8.873457e-05
2020-12-23,0,0.00011805556
2020-12-24,0,0.00013271606
2020-12-25,0,0.00010339506
2020-12-26,0,0.0
2020-12-27,0,0.0
2020-12-28,0,0.0
2020-12-29,0,0.0
2020-12-30,0,0.0
2020-12-31,0,0.0
2021-01-01,0,0.0
2021-01-02,0,0.0
2021-01-03,0,0.0
2021-01-04,0,0.0
2021-01-05,0,0.0
2021-01-06,0,0.0
2021-01-07,0,0.0
2021-01-08,0,0.0
2021-01-09,0,0.0014050927
2021-01-10,0,0.0016057099
2021-01-11,0,0.0016057099
2021-01-12,0,0.0016057099
2021-01-13,0,0.001969136
2021-01-14,0,0.001511574
2021-01-15,0,0.0013742284
2021-01-16,0,0.0013742284
2021-01-17,0,0.0
2021-01-18,0,0.0
2021-01-19,0,0.0
2021-01-20,0,0.0
2021-01-21,0,0.0
2021-01-22,0,0.0
2021-01-23,0,0.0
2021-01-24,0,0.0
2021-01-25,0,0.039415125
2021-01-26,0,0.033704475
2021-01-27,0,0.04062809
2021-01-28,0,0.039652005
2021-01-29,0,0.040399693
2021-01-30,0,0.03778241
2021-01-31,0,0.04062269
2021-02-01,0,0.049378864
2021-02-02,0,0.0017299383
2021-02-03,0,0.0017299383
2021-02-04,0,0.0017415123
2021-02-05,0,0.0019243826
2021-02-06,0,0.0016304014
2021-02-07,0,0.0016967594
2021-02-08,0,0.0019050926
2021-02-09,0,0.0018047842
2021-02-10,0,0.048141208
2021-02-11,0,0.05153318
2021-02-12,0,0.04793364
2021-02-13,0,0.054502312
2021-02-14,0,0.055755403
2021-02-15,0,0.057455245
2021-02-16,0,0.047481485
2021-02-17,0,0.056483798
2021-02-18,0,0.07743056
2021-02-20,0,0.07628319
2021-02-21,0,0.06585032
2021-02-22,0,0.06845679
2021-02-23,0,0.06463504
2021-02-24,0,0.06523226
2021-02-25,0,0.062380403
2021-02-26,0,0.10642593
2021-02-27,0,0.09445448
2021-02-28,0,0.11599383
2021-03-01,0,0.120502315
2021-03-02,0,0.11936189
2021-03-03,0,0.14621992
2021-03-04,0,0.13760649
2021-03-05,0,0.14505556
2021-03-06,0,0.3786435
2021-03-07,0,0.44880018
2021-03-08,0,0.539794
2021-03-09,0,0.49190125
2021-03-10,0,0.5056891
2021-03-11,0,0.5934422
2021-03-12,0,0.5634352
2021-03-13,0,0.48294756
2021-03-14,0,0.6183704
2021-03-15,0,0.7018272
2021-03-16,0,0.65820605
2021-03-17,0,0.6186011
2021-03-18,0,0.6795826
2021-03-19,0,0.65699464
2021-03-20,0,0.6589846
2021-03-21,0,0.6270772
2021-03-22,0,0.056615748
2021-03-23,0,0.05508642
2021-03-24,0,0.06386883
2021-03-25,0,0.061088737
2021-03-26,0,0.055533957
2021-03-27,0,0.07220216
2021-03-28,0,0.07159028
2021-03-29,0,0.064081796
2021-03-30,0,0.68785495
2021-03-31,0,0.7254877
2021-04-02,0,0.7019807
2021-04-03,0,0.78132725
2021-04-04,0,0.71857107
2021-04-05,0,0.6074329
2021-04-06,0,0.7463264
2021-04-07,0,0.07698457
2021-04-08,0,0.071834885
2021-04-09,0,0.081951395
2021-04-10,0,0.09478241
2021-04-11,0,0.089501545
2021-04-12,0,0.082909726
2021-04-13,0,0.08790355
2021-04-14,0,0.102529325
2021-04-15,0,1.1658435
2021-04-16,0,1.0595039
2021-04-17,0,0.94048846
2021-04-18,0,1.1546698
2021-04-19,0,1.2144778
2021-04-20,0,1.2681668
2021-04-21,0,1.2611197
2021-04-22,0,1.1320394
2021-04-23,0,1.6110308
2021-04-24,0,2.302023
2021-04-25,0,2.486767
2021-04-26,0,2.4658234
2021-04-27,0,2.2433126
2021-04-28,0,2.7004538
2021-04-29,0,2.8590164
2021-04-30,0,2.6440372
2021-05-01,0,2.8327403
2021-05-02,0,2.5805125
2021-05-03,0,2.5467224
2021-05-04,0,2.685389
2021-05-05,0,2.8380966
2021-05-06,0,2.7566922
2021-05-07,0,3.188003
2021-05-08,0,3.1162179
2021-05-09,0,2.5777583
2021-05-10,0,3.2213829
2021-05-11,0,2.9193928
2021-05-12,0,2.9680026
2021-05-13,0,2.819997
2021-05-14,0,2.9061823
2021-05-15,0,2.856923
2021-05-16,0,2.2692246
2021-05-17,0,1.9841189
2021-05-18,0,2.0757847
2021-05-19,0,2.329014
2021-05-20,0,2.4163928
2021-05-21,0,2.451362
2021-05-22,0,2.2208643
2021-05-23,0,1.6225001
2021-05-24,0,2.0682664
2021-05-25,0,2.963362
2021-05-26,0,2.9061806
2021-05-27,0,2.7927253
2021-05-28,0,3.2919753
2021-05-29,0,2.9138696
2021-05-30,0,3.106916
2021-05-31,0,2.9224107
2021-06-01,0,3.0637145
2021-06-02,0,2.3893898
2021-06-03,0,2.1718845
2021-06-04,0,2.2450404
2021-06-05,0,2.084133
2021-06-06,0,2.3603482
2021-06-07,0,1.9935403
2021-06-08,0,2.6332116
2021-06-09,0,2.4061909
2021-06-10,0,3.9447093
2021-06-11,0,3.1439052
2021-06-12,0,3.3906333
2021-06-13,0,3.228035
2021-06-14,0,2.9098892
2021-06-16,0,3.4526145
2021-06-17,0,3.6442416
2021-06-18,0,4.0122046
2021-06-19,0,4.1929903
2021-06-20,0,4.269832
2021-06-21,0,4.29188
2021-06-22,0,4.1116204
2021-06-23,0,4.30804
2021-06-24,0,4.9398685
2021-06-25,0,4.972954
2021-06-26,0,3.1794894
2021-06-27,0,3.0548036
2021-06-28,0,3.03091
2021-06-29,0,2.9891598
2021-06-30,0,3.2819138
2021-07-01,0,2.9514344
2021-07-02,0,3.1925516
2021-07-03,0,3.1493065
2021-07-04,0,4.58163
2021-07-05,0,4.7213097
2021-07-06,0,4.1806383
2021-07-07,0,4.121275
2021-07-08,0,4.1249723
2021-07-09,0,4.081632
2021-07-10,0,4.3148584
2021-07-11,0,4.4990425
2021-07-12,0,4.6161675
2021-07-13,0,4.3170943
2021-07-14,0,4.271584
2021-07-15,0,4.285534
2021-07-16,0,4.3236094
2021-07-17,0,4.543677
2021-07-18,0,4.3952007
2021-07-19,0,4.448914
2021-07-20,0,4.3260603
2021-07-21,0,4.1050096
2021-07-22,0,4.6829224
2021-07-23,0,4.2440486
2021-07-24,0,3.833933
2021-07-25,0,4.306254
2021-07-26,0,4.375086
2021-07-27,0,4.055548
2021-07-28,0,4.158877
2021-07-29,0,4.442323
2021-07-30,0,4.4586716
2021-07-31,0,4.745415
2021-08-01,0,4.705472
2021-08-02,0,4.3566117
2021-08-03,0,4.637116
2021-08-04,0,4.325189
2021-08-05,0,3.4809089
2021-08-06,0,3.2958004
2021-08-07,0,3.2897184
2021-08-08,0,3.323993
2021-08-09,0,3.3605664
2021-08-10,0,3.429761
2021-08-11,0,3.2885535
2021-08-12,0,3.1854632
2021-08-13,0,3.4067783
2021-08-14,0,3.6560936
2021-08-15,0,3.6763163
2021-08-16,0,3.7037406
2021-08-17,0,3.850378
2021-08-18,0,3.6666539
2021-08-19,0,3.6793513
2021-08-20,0,3.6361423
2021-08-21,0,2.777182
2021-08-22,0,2.7674446
2021-08-23,0,2.8065403
2021-08-24,0,3.0222948
2021-08-25,0,2.9520366
2021-08-26,0,3.0783474
2021-08-27,0,2.9880364
2021-08-28,0,2.9020343
2021-08-29,0,3.7649908
2021-08-30,0,3.7882164
2021-08-31,0,3.2559886
2021-09-01,0,3.7252126
2021-09-02,0,3.6015255
